frames_to_process,split_no,flops,total_processing_time,single_frame_time,left_output_size,avg_consec_inference_gap,total_left_model_time,total_right_model_time
50,0,0.0,19.826332,0.39652664000000004,150528,0.38536677551020404,1.06776,0
