frames_to_process,split_no,flops,total_processing_time,single_frame_time,left_output_size,avg_consec_inference_gap,total_left_model_time,total_right_model_time,Model
10,42,0.1508,67.65495,6.765495,921600,6.438386444,3.54996,44.592844,EfficientNetV2L
10,42,0.1508,67.637506,6.7637506,921600,6.438557111,3.580183,0,EfficientNetV2L
10,49,0.198,66.71759,6.671759,921600,6.275303556,4.278883,0,EfficientNetV2L
10,49,0.198,66.718304,6.6718304,921600,6.275442222,4.283053,43.942904,EfficientNetV2L
10,56,0.2452,66.475901,6.6475901,921600,6.166118,5.10693,42.917545,EfficientNetV2L
10,56,0.2452,66.476365,6.6476365,921600,6.166250222,5.116743,0,EfficientNetV2L
10,63,0.2924,66.339467,6.6339467,921600,6.095084444,5.704032,0,EfficientNetV2L
10,63,0.2924,66.341318,6.6341318,921600,6.095206889,5.75801,41.852312,EfficientNetV2L
10,70,0.3396,67.092505,6.7092505,921600,6.077068778,6.633506,0,EfficientNetV2L
10,70,0.3396,67.092465,6.7092465,921600,6.077166222,6.7139,40.948418,EfficientNetV2L
10,71,0.3502,67.308333,6.7308333,921600,6.081083556,6.727181,0,EfficientNetV2L
10,71,0.3502,67.309431,6.7309431,921600,6.081215444,6.727042,40.223854,EfficientNetV2L
10,72,0.3502,67.165464,6.7165464,921600,6.056592,6.664888,0,EfficientNetV2L
10,72,0.3502,67.163799,6.7163799,921600,6.056757556,6.720076,39.846719,EfficientNetV2L
10,73,0.3502,67.263987,6.7263987,921600,6.003366,6.699929,39.914459,EfficientNetV2L
10,73,0.3502,67.264923,6.7264923,921600,6.003530556,6.718471,0,EfficientNetV2L
10,74,0.3519,54.631666,5.4631666,345600,4.774656,6.763441,39.928133,EfficientNetV2L
10,74,0.3519,54.631702,5.4631702,345600,4.774776778,6.77205,0,EfficientNetV2L
10,75,0.3519,55.083395,5.5083395,345600,4.748692889,7.126312,0,EfficientNetV2L
10,75,0.3519,55.084602,5.5084602,345600,4.748865667,7.145775,39.863701,EfficientNetV2L
10,82,0.3785,54.696932,5.4696932,345600,4.679725,7.370037,39.868171,EfficientNetV2L
10,82,0.3785,54.698636,5.4698636,345600,4.679794222,7.367357,0,EfficientNetV2L
10,89,0.405,53.883243,5.3883243,345600,4.625496778,7.562056,39.877737,EfficientNetV2L
10,89,0.405,53.884509,5.3884509,345600,4.625657667,7.683,0,EfficientNetV2L
10,96,0.4316,54.280889,5.4280889,345600,4.582124667,8.289055,38.733596,EfficientNetV2L
10,96,0.4316,54.284864,5.4284864,345600,4.582251778,8.294573,0,EfficientNetV2L
10,103,0.4581,54.308376,5.4308376,345600,4.557658889,8.885476,37.930991,EfficientNetV2L
10,103,0.4581,54.323802,5.4323802,345600,4.557802,8.910718,0,EfficientNetV2L
10,110,0.4847,54.091418,5.4091418,345600,4.507146333,9.153054,0,EfficientNetV2L
10,110,0.4847,54.110809,5.4110809,345600,4.507273889,9.180284,37.658921,EfficientNetV2L
10,117,0.5112,53.81947,5.381947,345600,4.434343333,9.431853,37.928502,EfficientNetV2L
10,117,0.5112,53.820203,5.3820203,345600,4.434506111,9.478139,0,EfficientNetV2L
10,118,0.5138,78.725128,7.8725128,1382400,6.866517889,9.696096,0,EfficientNetV2L
10,118,0.5138,78.725699,7.8725699,1382400,6.866664556,9.739046,36.608775,EfficientNetV2L
10,119,0.5138,77.724002,7.7724002,1382400,6.833929444,9.583321,0,EfficientNetV2L
10,119,0.5138,77.724679,7.7724679,1382400,6.834070778,9.628211,36.125333,EfficientNetV2L
10,120,0.5138,79.017537,7.9017537,1382400,6.890028556,9.782132,36.155215,EfficientNetV2L
10,120,0.5138,79.015215,7.9015215,1382400,6.890172111,9.802157,0,EfficientNetV2L
10,121,0.5377,54.088051,5.4088051,345600,4.423237778,9.87834,0,EfficientNetV2L
10,121,0.5377,54.08903,5.408903,345600,4.423423667,9.949769,36.253716,EfficientNetV2L
10,122,0.5377,54.056433,5.4056433,345600,4.326968111,10.008461,36.287902,EfficientNetV2L
10,122,0.5377,54.071065,5.4071065,345600,4.326947667,10.004405,0,EfficientNetV2L
10,123,0.5377,53.602872,5.3602872,345600,4.411111333,9.634198,0,EfficientNetV2L
10,123,0.5377,53.607589,5.3607589,345600,4.411303444,9.706849,36.144486,EfficientNetV2L
10,128,0.5377,54.307686,5.4307686,345600,4.444558889,9.839884,36.018959,EfficientNetV2L
10,128,0.5377,54.307812,5.4307812,345600,4.444477222,9.828902,0,EfficientNetV2L
10,129,0.5391,50.101665,5.0101665,172800,4.000478333,10.066139,0,EfficientNetV2L
10,129,0.5391,50.102597,5.0102597,172800,4.000628333,10.0754,37.23222,EfficientNetV2L
10,130,0.5391,49.790498,4.9790498,172800,3.97348,10.059941,36.256804,EfficientNetV2L
10,130,0.5391,49.791765,4.9791765,172800,3.973664,10.061354,0,EfficientNetV2L
10,145,0.6399,49.549404,4.9549404,172800,3.896990222,10.311412,0,EfficientNetV2L
10,145,0.6399,49.550282,4.9550282,172800,3.897096111,10.342214,36.040927,EfficientNetV2L
10,160,0.7408,50.038839,5.0038839,172800,3.952843667,10.520642,0,EfficientNetV2L
10,160,0.7408,50.03983,5.003983,172800,3.953006889,10.566753,35.483085,EfficientNetV2L
10,175,0.8416,49.107779,4.9107779,172800,3.816568889,10.883665,35.994614,EfficientNetV2L
10,175,0.8416,49.107812,4.9107812,172800,3.816693333,10.915192,0,EfficientNetV2L
10,190,0.9425,50.146017,5.0146017,172800,3.892187778,11.227962,0,EfficientNetV2L
10,190,0.9425,50.150641,5.0150641,172800,3.892723222,11.238662,34.700562,EfficientNetV2L
10,205,1.0434,48.732085,4.8732085,172800,3.691802222,11.667704,35.239693,EfficientNetV2L
10,205,1.0434,48.732664,4.8732664,172800,3.691939556,11.677525,0,EfficientNetV2L
10,220,1.1442,48.096418,4.8096418,172800,3.625235778,11.69379,33.483352,EfficientNetV2L
10,220,1.1442,48.097241,4.8097241,172800,3.625373333,11.724918,0,EfficientNetV2L
10,235,1.2451,48.142417,4.8142417,172800,3.605101667,12.001864,0,EfficientNetV2L
10,235,1.2451,48.143487,4.8143487,172800,3.605181778,11.950054,32.872527,EfficientNetV2L
10,250,1.346,48.563652,4.8563652,172800,3.594211444,12.403094,32.626143,EfficientNetV2L
10,250,1.346,48.563939,4.8563939,172800,3.594157222,12.325154,0,EfficientNetV2L
10,265,1.4468,49.587894,4.9587894,172800,3.668173889,12.953171,0,EfficientNetV2L
10,265,1.4468,49.588548,4.9588548,172800,3.668356889,12.970525,32.222198,EfficientNetV2L
10,266,1.4508,67.453917,6.7453917,1036800,5.481916556,12.765713,31.54457,EfficientNetV2L
10,266,1.4508,67.454476,6.7454476,1036800,5.481994444,12.808944,0,EfficientNetV2L
10,267,1.4508,68.055447,6.8055447,1036800,5.559331667,12.750883,0,EfficientNetV2L
10,267,1.4508,68.056618,6.8056618,1036800,5.559487222,12.783945,31.39248,EfficientNetV2L
10,268,1.4508,69.266482,6.9266482,1036800,5.678437889,12.876437,31.251472,EfficientNetV2L
10,268,1.4508,69.267503,6.9267503,1036800,5.678459333,12.815322,0,EfficientNetV2L
10,269,1.6658,69.566574,6.9566574,1036800,5.648425444,13.309199,31.29165,EfficientNetV2L
10,269,1.6658,69.567177,6.9567177,1036800,5.648556,13.331932,0,EfficientNetV2L
10,270,1.6658,67.563478,6.7563478,1036800,5.472690889,13.057026,0,EfficientNetV2L
10,270,1.6658,67.564872,6.7564872,1036800,5.472819444,13.152305,31.408119,EfficientNetV2L
10,271,1.6658,69.599415,6.9599415,1036800,5.572666444,13.108216,31.967926,EfficientNetV2L
10,271,1.6658,69.599263,6.9599263,1036800,5.572781444,13.134831,0,EfficientNetV2L
10,276,1.6658,69.025765,6.9025765,1036800,5.500127111,13.213631,31.022892,EfficientNetV2L
10,276,1.6658,69.027673,6.9027673,1036800,5.500263667,13.281496,0,EfficientNetV2L
10,277,1.6704,48.770479,4.8770479,201600,3.549197111,13.360859,30.747251,EfficientNetV2L
10,277,1.6704,48.771334,4.8771334,201600,3.549332444,13.367298,0,EfficientNetV2L
10,278,1.6704,48.860671,4.8860671,201600,3.566156444,13.257114,31.017855,EfficientNetV2L
10,278,1.6704,48.860718,4.8860718,201600,3.566361444,13.315885,0,EfficientNetV2L
10,293,1.9739,49.580963,4.9580963,201600,3.593897111,13.837397,0,EfficientNetV2L
10,293,1.9739,49.582837,4.9582837,201600,3.594067444,13.868934,31.140585,EfficientNetV2L
10,308,2.2774,47.649172,4.7649172,201600,3.365569444,14.05439,0,EfficientNetV2L
10,308,2.2774,47.650309,4.7650309,201600,3.365733222,14.067702,30.359902,EfficientNetV2L
10,323,2.5808,47.419539,4.7419539,201600,3.283742778,14.629664,0,EfficientNetV2L
10,323,2.5808,47.4203,4.74203,201600,3.283764444,14.60941,29.571681,EfficientNetV2L
10,338,2.8843,49.267186,4.9267186,201600,3.410247556,15.002694,0,EfficientNetV2L
10,338,2.8843,49.267674,4.9267674,201600,3.410365556,15.041375,28.785308,EfficientNetV2L
10,353,3.1878,47.420728,4.7420728,201600,3.181959111,15.506949,28.478174,EfficientNetV2L
10,353,3.1878,47.421515,4.7421515,201600,3.182078333,15.508271,0,EfficientNetV2L
10,368,3.4912,47.079263,4.7079263,201600,3.114253,15.824077,0,EfficientNetV2L
10,368,3.4912,47.081964,4.7081964,201600,3.114366222,15.830787,27.761273,EfficientNetV2L
10,383,3.7947,46.817377,4.6817377,201600,3.030390889,16.229906,0,EfficientNetV2L
10,383,3.7947,46.831565,4.6831565,201600,3.030515667,16.299252,27.118635,EfficientNetV2L
10,398,4.0982,46.549519,4.6549519,201600,2.989280778,16.65961,0,EfficientNetV2L
10,398,4.0982,46.568805,4.6568805,201600,2.989283556,16.616589,26.333339,EfficientNetV2L
10,413,4.4016,47.937538,4.7937538,201600,3.068480556,17.42774,0,EfficientNetV2L
10,413,4.4016,47.938701,4.7938701,201600,3.068578778,17.430991,25.835799,EfficientNetV2L
10,428,4.7051,46.518418,4.6518418,201600,2.871700222,17.930739,26.232842,EfficientNetV2L
10,428,4.7051,46.519638,4.6519638,201600,2.871740556,17.814169,0,EfficientNetV2L
10,443,5.0086,46.340077,4.6340077,201600,2.798869444,18.393806,24.469378,EfficientNetV2L
10,443,5.0086,46.340881,4.6340881,201600,2.798974444,18.408374,0,EfficientNetV2L
10,458,5.312,47.077467,4.7077467,201600,2.872983333,18.439182,23.526838,EfficientNetV2L
10,458,5.312,47.060388,4.7060388,201600,2.873137333,18.496082,0,EfficientNetV2L
10,473,5.6155,46.144483,4.6144483,201600,2.675156556,19.34996,22.989932,EfficientNetV2L
10,473,5.6155,46.146883,4.6146883,201600,2.675134556,19.348074,0,EfficientNetV2L
10,488,5.919,45.757492,4.5757492,201600,2.606198556,19.788317,22.564995,EfficientNetV2L
10,488,5.919,45.758437,4.5758437,201600,2.606186111,19.683112,0,EfficientNetV2L
10,503,6.2224,46.769398,4.6769398,201600,2.672674556,20.245873,21.898969,EfficientNetV2L
10,503,6.2224,46.770071,4.6770071,201600,2.672693778,20.21631,0,EfficientNetV2L
10,518,6.5259,45.385906,4.5385906,201600,2.501382778,20.40219,21.098364,EfficientNetV2L
10,518,6.5259,45.385985,4.5385985,201600,2.501508222,20.482953,0,EfficientNetV2L
10,1,0,9.807585,0.9807585,150528,0.6127413333,0.485416,0,EffecientNetV2B0
10,1,0,9.803244,0.9803244,150528,0.2271681111,0.453633,0,EffecientNetV2B0
10,2,0,10.053067,1.0053067,150528,0.8253177778,0.434991,5.988224,EffecientNetV2B0
10,2,0,10.051591,1.0051591,150528,0.9110574444,0.45261,0,EffecientNetV2B0
10,3,0.0002,15.486213,1.5486213,401408,1.319071667,0.464715,0,EffecientNetV2B0
10,3,0.0002,15.48037,1.548037,401408,1.435056667,0.476385,6.271711,EffecientNetV2B0
10,4,0.0002,15.135883,1.5135883,401408,1.462022444,0.442678,5.875027,EffecientNetV2B0
10,4,0.0002,15.137023,1.5137023,401408,1.462194444,0.461861,0,EffecientNetV2B0
10,5,0.0002,16.392207,1.6392207,401408,1.579265,0.573694,5.849425,EffecientNetV2B0
10,5,0.0002,16.388786,1.6388786,401408,1.579435444,0.580659,0,EffecientNetV2B0
10,6,0.0014,10.40945,1.040945,200704,0.9858826667,0.553492,0,EffecientNetV2B0
10,6,0.0014,10.403972,1.0403972,200704,0.9859841111,0.557671,6.341614,EffecientNetV2B0
10,7,0.0014,10.629538,1.0629538,200704,1.013973222,0.549537,5.751423,EffecientNetV2B0
10,7,0.0014,10.629369,1.0629369,200704,1.013964556,0.524973,0,EffecientNetV2B0
10,8,0.0014,10.591624,1.0591624,200704,0.9906478889,0.506177,0,EffecientNetV2B0
10,8,0.0014,10.590207,1.0590207,200704,0.990804,0.54457,5.637709,EffecientNetV2B0
10,9,0.002,10.524038,1.0524038,200704,0.9950437778,0.598948,0,EffecientNetV2B0
10,9,0.002,10.524785,1.0524785,200704,0.9950546667,0.626783,5.543273,EffecientNetV2B0
10,10,0.002,11.179719,1.1179719,200704,1.067419333,0.570857,0,EffecientNetV2B0
10,10,0.002,11.180464,1.1180464,200704,1.067571333,0.575363,5.57632,EffecientNetV2B0
10,11,0.002,10.761022,1.0761022,200704,1.024796889,0.561951,0,EffecientNetV2B0
10,11,0.002,10.760278,1.0760278,200704,1.024948333,0.579536,5.765751,EffecientNetV2B0
10,12,0.0021,8.327222,0.8327222,100352,0.77349,0.59868,5.739355,EffecientNetV2B0
10,12,0.0021,8.328712,0.8328712,100352,0.7734964444,0.592974,0,EffecientNetV2B0
10,13,0.0021,8.287104,0.8287104,100352,0.7679678889,0.609688,5.585223,EffecientNetV2B0
10,13,0.0021,8.28823,0.828823,100352,0.768104,0.61642,0,EffecientNetV2B0
10,20,0.0046,8.133594,0.8133594,100352,0.7212356667,0.726165,0,EffecientNetV2B0
10,20,0.0046,8.13391,0.813391,100352,0.7213604444,0.731721,5.511954,EffecientNetV2B0
10,21,0.0052,8.296315,0.8296315,100352,0.7578506667,0.779075,5.402811,EffecientNetV2B0
10,21,0.0052,8.297805,0.8297805,100352,0.7578574444,0.742221,0,EffecientNetV2B0
10,22,0.0052,8.32568,0.832568,100352,0.7554991111,0.791249,0,EffecientNetV2B0
10,22,0.0052,8.329845,0.8329845,100352,0.7554324444,0.771919,5.385022,EffecientNetV2B0
10,23,0.0052,9.337027,0.9337027,100352,0.8419632222,0.87188,0,EffecientNetV2B0
10,23,0.0052,9.32783,0.932783,100352,0.8420802222,0.86792,5.345669,EffecientNetV2B0
10,24,0.0053,6.768693,0.6768693,37632,0.601399,0.767654,5.840306,EffecientNetV2B0
10,24,0.0053,6.7695,0.67695,37632,0.6014357778,0.757496,0,EffecientNetV2B0
10,25,0.0053,8.111578,0.8111578,37632,0.727106,0.885984,5.151441,EffecientNetV2B0
10,25,0.0053,8.112213,0.8112213,37632,0.7271862222,0.895924,0,EffecientNetV2B0
10,32,0.0068,7.028443,0.7028443,37632,0.610205,0.957708,0,EffecientNetV2B0
10,32,0.0068,7.020999,0.7020999,37632,0.6104174444,0.979233,6.142904,EffecientNetV2B0
10,33,0.0069,10.03301,1.003301,150528,0.8874472222,1.080587,5.259858,EffecientNetV2B0
10,33,0.0069,10.033496,1.0033496,150528,0.8875847778,1.096159,0,EffecientNetV2B0
10,34,0.0069,9.513181,0.9513181,150528,0.868652,0.887921,5.1249,EffecientNetV2B0
10,34,0.0069,9.513963,0.9513963,150528,0.8686692222,0.875179,0,EffecientNetV2B0
10,35,0.0069,9.078581,0.9078581,150528,0.8109235556,0.955497,5.165885,EffecientNetV2B0
10,35,0.0069,9.06201,0.906201,150528,0.811047,0.946399,0,EffecientNetV2B0
10,36,0.0082,7.238853,0.7238853,37632,0.6394803333,0.915688,4.832625,EffecientNetV2B0
10,36,0.0082,7.238741,0.7238741,37632,0.6396314444,0.922356,0,EffecientNetV2B0
10,37,0.0082,7.699282,0.7699282,37632,0.6714027778,1.019723,0,EffecientNetV2B0
10,37,0.0082,7.696298,0.7696298,37632,0.6714905556,1.04168,5.257107,EffecientNetV2B0
10,38,0.0082,7.609538,0.7609538,37632,0.6710457778,0.952745,5.736533,EffecientNetV2B0
10,38,0.0082,7.606048,0.7606048,37632,0.6710391111,0.952442,0,EffecientNetV2B0
10,43,0.0082,7.008922,0.7008922,37632,0.5879905556,1.108609,5.685087,EffecientNetV2B0
10,43,0.0082,7.008997,0.7008997,37632,0.5881746667,1.119593,0,EffecientNetV2B0
10,44,0.0083,6.830099,0.6830099,18816,0.5774118889,1.102679,5.019226,EffecientNetV2B0
10,44,0.0083,6.838753,0.6838753,18816,0.5774204444,1.105867,0,EffecientNetV2B0
10,45,0.0083,6.261841,0.6261841,18816,0.5168466667,1.090062,5.212175,EffecientNetV2B0
10,45,0.0083,6.243851,0.6243851,18816,0.5169865556,1.088235,0,EffecientNetV2B0
10,60,0.0138,6.568351,0.6568351,18816,0.5377762222,1.20775,0,EffecientNetV2B0
10,60,0.0138,6.570056,0.6570056,18816,0.5377746667,1.197263,4.70599,EffecientNetV2B0
10,75,0.0193,6.581815,0.6581815,18816,0.5006368889,1.567331,4.881383,EffecientNetV2B0
10,75,0.0193,6.592969,0.6592969,18816,0.5007528889,1.592501,0,EffecientNetV2B0
10,76,0.0195,8.578033,0.8578033,112896,0.7216583333,1.436267,4.515599,EffecientNetV2B0
10,76,0.0195,8.578577,0.8578577,112896,0.7217522222,1.424123,0,EffecientNetV2B0
10,77,0.0195,8.977877,0.8977877,112896,0.7327298889,1.643932,4.634845,EffecientNetV2B0
10,77,0.0195,8.981137,0.8981137,112896,0.7327731111,1.619401,0,EffecientNetV2B0
10,78,0.0195,8.424662,0.8424662,112896,0.7015857778,1.444892,0,EffecientNetV2B0
10,78,0.0195,8.425714,0.8425714,112896,0.7017606667,1.453621,4.584237,EffecientNetV2B0
10,79,0.0312,8.132447,0.8132447,112896,0.6568853333,1.535884,0,EffecientNetV2B0
10,79,0.0312,8.120473,0.8120473,112896,0.6570353333,1.548736,4.148459,EffecientNetV2B0
10,80,0.0312,8.027411,0.8027411,112896,0.6621943333,1.432118,4.050596,EffecientNetV2B0
10,80,0.0312,8.028027,0.8028027,112896,0.6623321111,1.433263,0,EffecientNetV2B0
10,81,0.0312,8.345192,0.8345192,112896,0.6868747778,1.523096,0,EffecientNetV2B0
10,81,0.0312,8.346097,0.8346097,112896,0.6869805556,1.524713,4.058282,EffecientNetV2B0
10,86,0.0312,8.106956,0.8106956,112896,0.6617902222,1.492866,4.291511,EffecientNetV2B0
10,86,0.0312,8.107496,0.8107496,112896,0.6619655556,1.511798,0,EffecientNetV2B0
10,87,0.0314,5.868496,0.5868496,21952,0.4356134444,1.503531,0,EffecientNetV2B0
10,87,0.0314,5.867856,0.5867856,21952,0.4357301111,1.515316,4.030432,EffecientNetV2B0
10,88,0.0314,5.921433,0.5921433,21952,0.4400448889,1.536836,3.833015,EffecientNetV2B0
10,88,0.0314,5.92066,0.592066,21952,0.4400616667,1.52148,0,EffecientNetV2B0
10,103,0.048,6.021668,0.6021668,21952,0.4084448889,1.879031,3.853106,EffecientNetV2B0
10,103,0.048,6.017235,0.6017235,21952,0.4084791111,1.859544,0,EffecientNetV2B0
10,118,0.0645,5.619193,0.5619193,21952,0.3726477778,1.893857,0,EffecientNetV2B0
10,118,0.0645,5.620165,0.5620165,21952,0.3727797778,1.895893,3.580433,EffecientNetV2B0
10,133,0.081,5.692883,0.5692883,21952,0.358471,2.10471,0,EffecientNetV2B0
10,133,0.081,5.692939,0.5692939,21952,0.3584693333,2.101839,3.223553,EffecientNetV2B0
10,148,0.0975,5.288605,0.5288605,21952,0.3053274444,2.219012,3.066905,EffecientNetV2B0
10,148,0.0975,5.288068,0.5288068,21952,0.3054467778,2.245546,0,EffecientNetV2B0
10,17,0.007,23.365087,2.3365087,802816,2.227411222,0.698193,0,resnet50
10,17,0.007,23.371366,2.3371366,802816,2.227365333,0.692591,0,resnet50
10,18,0.007,16.541604,1.6541604,802816,1.533346,0.764264,0,resnet50
10,18,0.007,16.540402,1.6540402,802816,1.533445889,0.813288,0,resnet50
10,27,0.0114,23.306455,2.3306455,802816,2.221824889,0.968514,0,resnet50
10,27,0.0114,23.303637,2.3303637,802816,2.222064778,1.006775,0,resnet50
10,28,0.0114,17.910283,1.7910283,802816,1.710528778,0.880072,0,resnet50
10,28,0.0114,17.909639,1.7909639,802816,1.710651,0.91778,0,resnet50
10,37,0.0157,23.455846,2.3455846,802816,2.243610556,1.084231,0,resnet50
10,37,0.0157,23.456688,2.3456688,802816,2.243648111,1.041948,0,resnet50
10,38,0.0157,17.955331,1.7955331,802816,1.684792444,1.071925,0,resnet50
10,38,0.0157,17.951659,1.7951659,802816,1.684905444,1.112987,0,resnet50
10,49,0.0216,14.078491,1.4078491,401408,1.282235778,1.324433,0,resnet50
10,49,0.0216,14.078807,1.4078807,401408,1.282376667,1.337043,0,resnet50
10,50,0.0216,9.232218,0.9232218,401408,0.7977406667,1.308685,0,resnet50
10,50,0.0216,9.231977,0.9231977,401408,0.7977251111,1.296699,0,resnet50
10,59,0.026,13.688119,1.3688119,401408,1.237801778,1.41212,0,resnet50
10,59,0.026,13.6892,1.36892,401408,1.237959444,1.413824,0,resnet50
10,60,0.026,9.368715,0.9368715,401408,0.7880604444,1.497729,0,resnet50
10,60,0.026,9.370579,0.9370579,401408,0.7881984444,1.505289,0,resnet50
10,69,0.0304,13.756734,1.3756734,401408,1.228758,1.56615,0,resnet50
10,69,0.0304,13.756713,1.3756713,401408,1.228788444,1.558259,0,resnet50
10,70,0.0304,9.100673,0.9100673,401408,0.7584978889,1.554305,0,resnet50
10,70,0.0304,9.101876,0.9101876,401408,0.7586291111,1.562609,0,resnet50
10,79,0.0347,13.476867,1.3476867,401408,1.173783556,1.801596,0,resnet50
10,79,0.0347,13.477734,1.3477734,401408,1.173929778,1.809938,0,resnet50
10,80,0.0347,10.990501,1.0990501,401408,0.9179568889,1.807973,0,resnet50
10,80,0.0347,10.991161,1.0991161,401408,0.9181057778,1.827612,0,resnet50
10,91,0.0406,8.783424,0.8783424,200704,0.6908663333,1.925352,0,resnet50
10,91,0.0406,8.784352,0.8784352,200704,0.6910224444,1.927791,0,resnet50
10,1,0,9.371215,0.9371215,158700,0.706128,0.422372,0,resnet50
10,1,0,9.371386,0.9371386,158700,0.6216978889,0.407216,0,resnet50
10,2,0.0024,24.726968,2.4726968,802816,1.870749889,0.414521,0,resnet50
10,2,0.0024,24.73464,2.473464,802816,1.660660778,0.4082,0,resnet50
10,3,0.0024,22.573928,2.2573928,802816,1.996269556,0.464155,0,resnet50
10,1,0,8.881702,0.8881702,158700,0.6604134444,0.427541,0,resnet50
10,1,0,8.886068,0.8886068,158700,0.2973224444,0.421871,0,resnet50
10,2,0.0024,24.287981,2.4287981,802816,1.282809778,0.422307,0,resnet50
10,1,0,8.995118,0.8995118,158700,0.5220932222,0.440588,0,resnet50
10,1,0,8.995116,0.8995116,158700,0.192622,0.43562,0,resnet50
10,2,0.0024,24.21871,2.421871,802816,1.953430222,0.415528,0,resnet50
10,2,0.0024,24.221634,2.4221634,802816,2.212050667,0.425355,0,resnet50
10,3,0.0024,24.16714,2.416714,802816,2.124431222,0.452615,0,resnet50
10,3,0.0024,24.168928,2.4168928,802816,2.183603222,0.461021,0,resnet50
10,4,0.0024,17.687717,1.7687717,802816,1.711295222,0.446228,0,resnet50
10,4,0.0024,17.684651,1.7684651,802816,1.711434111,0.471319,0,resnet50
10,5,0.0024,18.48241,1.848241,831744,1.803558556,0.443148,0,resnet50
10,5,0.0024,18.479434,1.8479434,831744,1.803682778,0.502879,0,resnet50
10,6,0.0024,9.986327,0.9986327,200704,0.958898,0.447235,0,resnet50
10,6,0.0024,9.980374,0.9980374,200704,0.9590212222,0.454693,0,resnet50
10,12,0.0049,8.427834,0.8427834,200704,0.7926393333,0.529541,0,resnet50
10,12,0.0049,8.422896,0.8422896,200704,0.7926298889,0.523425,0,resnet50
10,17,0.007,24.124075,2.4124075,802816,2.347525222,0.672126,0,resnet50
10,17,0.007,24.124128,2.4124128,802816,2.347661,0.734288,0,resnet50
10,18,0.007,15.911907,1.5911907,802816,1.530626333,0.741483,0,resnet50
10,18,0.007,15.91458,1.591458,802816,1.530622,0.723584,0,resnet50
10,27,0.0114,23.937367,2.3937367,802816,2.298056111,0.84668,0,resnet50
10,27,0.0114,23.944813,2.3944813,802816,2.298132778,0.866289,0,resnet50
10,28,0.0114,18.432399,1.8432399,802816,1.765453111,0.878943,0,resnet50
10,28,0.0114,18.434532,1.8434532,802816,1.765536667,0.850486,0,resnet50
10,37,0.0157,23.56292,2.356292,802816,2.242804556,1.052717,0,resnet50
10,37,0.0157,23.563914,2.3563914,802816,2.242944889,1.063842,0,resnet50
10,38,0.0157,17.880073,1.7880073,802816,1.6945,1.056983,0,resnet50
10,38,0.0157,17.881044,1.7881044,802816,1.694646111,1.086363,0,resnet50
10,49,0.0216,14.504152,1.4504152,401408,1.341533444,1.338863,0,resnet50
10,49,0.0216,14.504681,1.4504681,401408,1.341543889,1.275231,0,resnet50
10,50,0.0216,9.32253,0.932253,401408,0.7877281111,1.380581,0,resnet50
10,50,0.0216,9.315229,0.9315229,401408,0.7878084444,1.410005,0,resnet50
10,59,0.026,14.813138,1.4813138,401408,1.334416778,1.450829,0,resnet50
10,59,0.026,14.814217,1.4814217,401408,1.334638556,1.465815,0,resnet50
10,60,0.026,10.291374,1.0291374,401408,0.874562,1.571537,0,resnet50
10,60,0.026,10.30305,1.030305,401408,0.8747014444,1.594997,0,resnet50
10,69,0.0304,14.246439,1.4246439,401408,1.26165,1.671477,0,resnet50
10,69,0.0304,14.247066,1.4247066,401408,1.261778556,1.674107,0,resnet50
10,70,0.0304,9.70033,0.970033,401408,0.799559,1.698522,0,resnet50
10,70,0.0304,9.689248,0.9689248,401408,0.7997047778,1.757864,0,resnet50
10,1,0,9.005242,0.9005242,158700,0.8323765556,0.384311,0,resnet50
10,1,0,9.0077,0.90077,158700,0.7317327778,0.388861,0,resnet50
10,2,0.0024,23.127413,2.3127413,802816,0.446276,0.40191,0,resnet50
10,2,0.0024,23.135813,2.3135813,802816,1.176320111,0.431844,0,resnet50
10,1,0,8.386112,0.8386112,158700,0.5212738889,0.39921,0,resnet50
10,1,0,8.383634,0.8383634,158700,0.1940236667,0.374958,0,resnet50
10,2,0.0024,24.612728,2.4612728,802816,1.928627444,0.398727,0,resnet50
10,2,0.0024,24.620825,2.4620825,802816,2.081080778,0.427016,0,resnet50
10,3,0.0024,23.103961,2.3103961,802816,2.025712667,0.466132,0,resnet50
10,3,0.0024,23.103309,2.3103309,802816,2.259393111,0.461894,0,resnet50
10,4,0.0024,18.192109,1.8192109,802816,1.609359222,0.429154,0,resnet50
10,4,0.0024,18.19183,1.819183,802816,1.728590667,0.482075,0,resnet50
10,1,0,8.914708,0.8914708,158700,0.5454966667,0.485712,0,resnet50
10,1,0,8.90684,0.890684,158700,0.2004136667,0.446129,0,resnet50
10,2,0.0024,23.512783,2.3512783,802816,1.885955,0.408499,0,resnet50
10,2,0.0024,23.51347,2.351347,802816,1.975876556,0.417233,0,resnet50
10,3,0.0024,24.981842,2.4981842,802816,2.415862,0.514891,0,resnet50
10,3,0.0024,24.965979,2.4965979,802816,2.416050111,0.52185,0,resnet50
10,4,0.0024,18.890893,1.8890893,802816,1.843703556,0.490325,0,resnet50
10,4,0.0024,18.888935,1.8888935,802816,1.843710333,0.482547,0,resnet50
10,5,0.0024,18.466418,1.8466418,831744,1.802498111,0.444077,0,resnet50
10,5,0.0024,18.467407,1.8467407,831744,1.802621889,0.461705,0,resnet50
10,6,0.0024,9.284652,0.9284652,200704,0.8766891111,0.436278,0,resnet50
