frames_to_process,split_no,flops,total_processing_time,single_frame_time,left_output_size,avg_consec_inference_gap,total_left_model_time,total_right_model_time,Model
10,6,0.0024,9.284671,0.9284671,200704,0.8768888889,0.520646,0,resnet50
10,12,0.0049,8.100038,0.8100038,200704,0.7587581111,0.513388,0,resnet50
10,12,0.0049,8.101372,0.8101372,200704,0.7588924444,0.599684,0,resnet50
10,17,0.007,22.065183,2.2065183,802816,2.148291333,0.652056,0,resnet50
10,17,0.007,22.063774,2.2063774,802816,2.148445333,0.732095,0,resnet50
10,18,0.007,14.757119,1.4757119,802816,1.389355,0.757448,0,resnet50
10,18,0.007,14.758757,1.4758757,802816,1.389519333,0.828602,0,resnet50
10,27,0.0114,22.700298,2.2700298,802816,2.158981111,0.928246,0,resnet50
10,27,0.0114,22.700801,2.2700801,802816,2.159146333,0.985637,0,resnet50
10,28,0.0114,17.644727,1.7644727,802816,1.666566,0.86272,0,resnet50
10,28,0.0114,17.645217,1.7645217,802816,1.666679444,0.902147,0,resnet50
10,37,0.0157,23.441568,2.3441568,802816,2.239531333,1.081758,0,resnet50
10,37,0.0157,23.442421,2.3442421,802816,2.239541444,1.039154,0,resnet50
10,38,0.0157,18.767028,1.8767028,802816,1.736315889,1.12246,0,resnet50
10,38,0.0157,18.762726,1.8762726,802816,1.736497778,1.171393,0,resnet50
10,49,0.0216,14.468182,1.4468182,401408,1.278908778,1.508607,0,resnet50
10,49,0.0216,14.468348,1.4468348,401408,1.278862333,1.499335,0,resnet50
10,50,0.0216,9.555493,0.9555493,401408,0.8291033333,1.34417,0,resnet50
10,50,0.0216,9.558316,0.9558316,401408,0.829079,1.335808,0,resnet50
10,59,0.026,14.38673,1.438673,401408,1.303609333,1.496292,0,resnet50
10,59,0.026,14.386417,1.4386417,401408,1.303536,1.478783,0,resnet50
10,1,0,8.630767,0.8630767,158700,0.5315092222,0.429687,0,resnet50
10,1,0,8.633619,0.8633619,158700,0.1972745556,0.382036,0,resnet50
10,2,0.0024,24.399753,2.4399753,802816,1.932846222,0.420967,0,resnet50
10,2,0.0024,24.404766,2.4404766,802816,2.081164889,0.428787,0,resnet50
10,1,0,8.617304,0.8617304,158700,0.5382885556,0.404486,0,resnet50
10,1,0,8.627262,0.8627262,158700,0.199005,0.406085,0,resnet50
10,2,0.0024,23.533362,2.3533362,802816,1.922781889,0.438164,0,resnet50
10,2,0.0024,23.535595,2.3535595,802816,1.802304556,0.432261,0,resnet50
10,3,0.0024,24.846237,2.4846237,802816,2.306042333,0.533112,0,resnet50
10,3,0.0024,24.847184,2.4847184,802816,2.142341,0.50236,0,resnet50
10,1,0,9.115034,0.9115034,158700,0.6362094444,0.434257,0,resnet50
10,1,0,9.115423,0.9115423,158700,0.2025402222,0.423018,0,resnet50
10,2,0.0024,23.762301,2.3762301,802816,1.754193444,0.437514,0,resnet50
10,2,0.0024,23.754836,2.3754836,802816,2.150268222,0.426031,0,resnet50
10,3,0.0024,24.185474,2.4185474,802816,2.075319444,0.537492,0,resnet50
10,3,0.0024,24.182083,2.4182083,802816,2.348304333,0.533915,0,resnet50
10,4,0.0024,18.930959,1.8930959,802816,1.859685889,0.452027,0,resnet50
10,4,0.0024,18.925524,1.8925524,802816,1.859854,0.464373,0,resnet50
10,5,0.0024,19.525633,1.9525633,831744,1.925397889,0.502628,0,resnet50
10,5,0.0024,19.527081,1.9527081,831744,1.925392333,0.448488,0,resnet50
10,6,0.0024,9.654587,0.9654587,200704,0.9289601111,0.478314,0,resnet50
10,6,0.0024,9.66006,0.966006,200704,0.9289566667,0.411977,0,resnet50
10,12,0.0049,8.338185,0.8338185,200704,0.7699395556,0.556893,0,resnet50
10,12,0.0049,8.339882,0.8339882,200704,0.7701262222,0.592573,0,resnet50
10,17,0.007,22.440703,2.2440703,802816,2.179526444,0.702858,0,resnet50
10,17,0.007,22.442187,2.2442187,802816,2.179564222,0.675227,0,resnet50
10,18,0.007,15.791847,1.5791847,802816,1.511170889,0.782479,0,resnet50
10,18,0.007,15.79263,1.579263,802816,1.511341556,0.794618,0,resnet50
10,27,0.0114,24.787055,2.4787055,802816,2.288299889,0.955198,0,resnet50
10,27,0.0114,24.805098,2.4805098,802816,2.288280111,0.936094,0,resnet50
10,28,0.0114,18.915323,1.8915323,802816,1.817260444,0.901022,0,resnet50
10,28,0.0114,18.916069,1.8916069,802816,1.817391444,0.918673,0,resnet50
10,37,0.0157,24.645218,2.4645218,802816,2.364422111,1.110033,0,resnet50
10,37,0.0157,24.657513,2.4657513,802816,2.364455556,1.1227,0,resnet50
10,38,0.0157,19.447094,1.9447094,802816,1.805692444,1.281689,0,resnet50
10,38,0.0157,19.450333,1.9450333,802816,1.805890444,1.285502,0,resnet50
10,49,0.0216,13.721419,1.3721419,401408,1.254390556,1.267177,0,resnet50
10,49,0.0216,13.724995,1.3724995,401408,1.254507667,1.285943,0,resnet50
10,50,0.0216,9.123944,0.9123944,401408,0.7577304444,1.361944,0,resnet50
10,50,0.0216,9.125105,0.9125105,401408,0.7578591111,1.365932,0,resnet50
10,59,0.026,13.743203,1.3743203,401408,1.245388222,1.412087,0,resnet50
10,59,0.026,13.742784,1.3742784,401408,1.245507667,1.420877,0,resnet50
10,60,0.026,9.286968,0.9286968,401408,0.785067,1.442216,0,resnet50
10,60,0.026,9.288008,0.9288008,401408,0.7852668889,1.453714,0,resnet50
10,69,0.0304,14.381456,1.4381456,401408,1.250490556,1.828406,0,resnet50
10,69,0.0304,14.389683,1.4389683,401408,1.250670444,1.851976,0,resnet50
10,70,0.0304,9.651707,0.9651707,401408,0.8163544444,1.557084,0,resnet50
10,70,0.0304,9.652582,0.9652582,401408,0.816463,1.58651,0,resnet50
10,79,0.0347,14.038754,1.4038754,401408,1.205191556,1.935945,0,resnet50
10,79,0.0347,14.0372,1.40372,401408,1.205286444,1.956228,0,resnet50
10,80,0.0347,10.506641,1.0506641,401408,0.8797724444,1.725639,0,resnet50
10,80,0.0347,10.505457,1.0505457,401408,0.8799194444,1.726409,0,resnet50
10,91,0.0406,8.676966,0.8676966,200704,0.66555,2.040825,0,resnet50
10,91,0.0406,8.67296,0.867296,200704,0.6656506667,2.045103,0,resnet50
10,1,0,8.530084,0.8530084,158700,0.4990484444,0.412653,0,resnet50
10,1,0,8.533269,0.8533269,158700,0.1659344444,0.394253,0,resnet50
10,2,0.0024,24.563516,2.4563516,802816,1.858435222,0.433758,0,resnet50
10,2,0.0024,24.561637,2.4561637,802816,2.410787444,0.422847,0,resnet50
10,3,0.0024,24.70177,2.470177,802816,2.418770444,0.412158,0,resnet50
10,3,0.0024,24.702198,2.4702198,802816,2.418757889,0.411231,0,resnet50
10,4,0.0024,18.979604,1.8979604,802816,1.855016333,0.399357,0,resnet50
10,4,0.0024,18.979842,1.8979842,802816,1.855177556,0.398354,0,resnet50
10,5,0.0024,19.01134,1.901134,831744,1.812741889,0.487374,0,resnet50
10,5,0.0024,19.002389,1.9002389,831744,1.812877222,0.503325,0,resnet50
10,6,0.0024,9.196921,0.9196921,200704,0.8695615556,0.45966,0,resnet50
10,6,0.0024,9.197339,0.9197339,200704,0.8697181111,0.456436,0,resnet50
10,12,0.0049,8.791432,0.8791432,200704,0.8315846667,0.532723,0,resnet50
10,12,0.0049,8.784537,0.8784537,200704,0.831726,0.537052,0,resnet50
10,17,0.007,22.432016,2.2432016,802816,2.155445,0.731318,0,resnet50
10,17,0.007,22.429615,2.2429615,802816,2.155610556,0.73889,0,resnet50
10,18,0.007,14.776803,1.4776803,802816,1.420384889,0.682306,0,resnet50
10,18,0.007,14.777397,1.4777397,802816,1.420431667,0.67348,0,resnet50
10,27,0.0114,23.536678,2.3536678,802816,2.289681667,0.854228,0,resnet50
10,27,0.0114,23.53607,2.353607,802816,2.289674222,0.845893,0,resnet50
10,28,0.0114,18.330853,1.8330853,802816,1.757671333,0.868085,0,resnet50
10,28,0.0114,18.336835,1.8336835,802816,1.757815222,0.879274,0,resnet50
10,37,0.0157,23.452699,2.3452699,802816,2.195066889,1.133585,0,resnet50
10,37,0.0157,23.454,2.3454,802816,2.195208889,1.145978,0,resnet50
10,38,0.0157,18.442246,1.8442246,802816,1.723995556,1.058478,0,resnet50
10,38,0.0157,18.442708,1.8442708,802816,1.724058,1.045647,0,resnet50
10,49,0.0216,13.557364,1.3557364,401408,1.241705778,1.245253,0,resnet50
10,49,0.0216,13.559218,1.3559218,401408,1.241852,1.246566,0,resnet50
10,50,0.0216,9.183426,0.9183426,401408,0.7894462222,1.281652,0,resnet50
10,50,0.0216,9.184278,0.9184278,401408,0.7895617778,1.307294,0,resnet50
10,59,0.026,14.628501,1.4628501,401408,1.337855444,1.377059,0,resnet50
10,59,0.026,14.630176,1.4630176,401408,1.338082333,1.388602,0,resnet50
10,60,0.026,10.441163,1.0441163,401408,0.9077414444,1.478922,0,resnet50
10,60,0.026,10.441274,1.0441274,401408,0.9078154444,1.485884,0,resnet50
10,69,0.0304,14.103764,1.4103764,401408,1.234022889,1.598113,0,resnet50
10,69,0.0304,14.103233,1.4103233,401408,1.23412,1.613313,0,resnet50
10,70,0.0304,9.532391,0.9532391,401408,0.7886557778,1.654665,0,resnet50
10,70,0.0304,9.534703,0.9534703,401408,0.7886364444,1.648606,0,resnet50
10,79,0.0347,14.407157,1.4407157,401408,1.258627111,1.739059,0,resnet50
10,79,0.0347,14.40727,1.440727,401408,1.258804,1.776407,0,resnet50
10,80,0.0347,12.213494,1.2213494,401408,1.02818,1.844516,0,resnet50
10,80,0.0347,12.213799,1.2213799,401408,1.028252333,1.82926,0,resnet50
10,91,0.0406,9.34319,0.934319,200704,0.6798308889,2.482513,0,resnet50
10,91,0.0406,9.343682,0.9343682,200704,0.6798152222,2.466232,0,resnet50
10,1,0,8.406798,0.8406798,158700,0.6052161111,0.425386,0,resnet50
10,1,0,8.407949,0.8407949,158700,0.5233613333,0.415189,0,resnet50
10,2,0.0024,23.784569,2.3784569,802816,1.784009889,0.409418,0,resnet50
10,2,0.0024,23.79339,2.379339,802816,1.725721444,0.4166,0,resnet50
10,3,0.0024,23.293181,2.3293181,802816,1.849663333,0.386176,0,resnet50
10,3,0.0024,23.298977,2.3298977,802816,1.998249222,0.4234,0,resnet50
10,1,0,8.794731,0.8794731,158700,0.5547227778,0.413494,0,resnet50
10,1,0,8.795786,0.8795786,158700,0.1992641111,0.402293,0,resnet50
10,2,0.0024,24.187215,2.4187215,802816,1.921932444,0.441591,0,resnet50
10,2,0.0024,24.181697,2.4181697,802816,1.921403667,0.430687,0,resnet50
10,3,0.0024,23.401041,2.3401041,802816,2.278862111,0.396148,0,resnet50
10,3,0.0024,23.394114,2.3394114,802816,2.278972111,0.418343,0,resnet50
10,4,0.0024,17.696036,1.7696036,802816,1.707712667,0.461405,0,resnet50
10,4,0.0024,17.687904,1.7687904,802816,1.707889111,0.471563,0,resnet50
10,5,0.0024,18.475938,1.8475938,831744,1.784972778,0.501236,0,resnet50
10,5,0.0024,18.474584,1.8474584,831744,1.784989778,0.498521,0,resnet50
10,6,0.0024,8.634322,0.8634322,200704,0.8176831111,0.44273,0,resnet50
10,6,0.0024,8.634818,0.8634818,200704,0.8178212222,0.448156,0,resnet50
10,12,0.0049,8.670269,0.8670269,200704,0.804454,0.521228,0,resnet50
10,12,0.0049,8.670932,0.8670932,200704,0.8045676667,0.526984,0,resnet50
10,1,0,8.028181,0.8028181,158700,0.7416698889,0.406357,0,resnet50
10,1,0,8.896024,0.8896024,158700,0.6579271111,0.461522,0,resnet50
10,1,0,8.897713,0.8897713,158700,0.5674591111,0.461229,0,resnet50
10,1,0,9.191446,0.9191446,158700,0.5593466667,0.440343,0,resnet50
10,1,0,9.19258,0.919258,158700,0.1968353333,0.39143,0,resnet50
10,2,0.0024,24.307117,2.4307117,802816,1.876677778,0.406862,5.144083,resnet50
10,2,0.0024,24.308216,2.4308216,802816,1.990831,0.417467,0,resnet50
