frames_to_process,split_no,flops,total_processing_time,single_frame_time,left_output_size,avg_consec_inference_gap,total_left_model_time,total_right_model_time
30,0,0.0,11.132217,0.3710739,150528,0.3604060689655173,0.612083,0
